Level	Rule Name	Subject	Property	Value
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyAR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyEN	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyES	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyFR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyIT	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyRU	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameCurrencyZH	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListAR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListEN	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListES	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListFR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListIT	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListRU	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameListZH	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialAR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialEN	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialES	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialFR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialIT	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialRU	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameOfficialZH	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortAR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortEN	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortES	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortFR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortIT	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortRU	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nameShortZH	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityAR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityEN	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityES	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityFR	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityIT	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityRU	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#nationalityZH	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#non_self_governing	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#organization	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#other	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#population	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#populationNotes	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#populationTotal	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#populationUnit	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#populationYear	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#self_governing	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#special_group	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#territory	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#validSince	IAO:0000115		
WARN	missing_definition	http://aims.fao.org/aos/geopolitical.owl#validUntil	IAO:0000115		
WARN	missing_definition	ARG:0000172	IAO:0000115		
WARN	missing_definition	ARG:0000197	IAO:0000115		
WARN	missing_definition	ARG:2000008	IAO:0000115		
WARN	missing_definition	ARG:2000009	IAO:0000115		
WARN	missing_definition	ARG:2000010	IAO:0000115		
WARN	missing_definition	ARG:2000011	IAO:0000115		
WARN	missing_definition	ARG:2000012	IAO:0000115		
WARN	missing_definition	ARG:2000021	IAO:0000115		
WARN	missing_definition	ARG:2000022	IAO:0000115		
WARN	missing_definition	ARG:2000028	IAO:0000115		
WARN	missing_definition	ARG:2000029	IAO:0000115		
WARN	missing_definition	ARG:2000376	IAO:0000115		
WARN	missing_definition	ARG:2000377	IAO:0000115		
WARN	missing_definition	ARG:2000379	IAO:0000115		
WARN	missing_definition	ARG:2000390	IAO:0000115		
WARN	missing_definition	ARG:2000391	IAO:0000115		
WARN	missing_definition	ARG:2000399	IAO:0000115		
WARN	missing_definition	BFO:0000001	IAO:0000115		
WARN	missing_definition	BFO:0000002	IAO:0000115		
WARN	missing_definition	BFO:0000003	IAO:0000115		
WARN	missing_definition	BFO:0000004	IAO:0000115		
WARN	missing_definition	BFO:0000006	IAO:0000115		
WARN	missing_definition	BFO:0000008	IAO:0000115		
WARN	missing_definition	BFO:0000015	IAO:0000115		
WARN	missing_definition	BFO:0000016	IAO:0000115		
WARN	missing_definition	BFO:0000017	IAO:0000115		
WARN	missing_definition	BFO:0000019	IAO:0000115		
WARN	missing_definition	BFO:0000020	IAO:0000115		
WARN	missing_definition	BFO:0000029	IAO:0000115		
WARN	missing_definition	BFO:0000031	IAO:0000115		
WARN	missing_definition	BFO:0000034	IAO:0000115		
WARN	missing_definition	BFO:0000038	IAO:0000115		
WARN	missing_definition	BFO:0000040	IAO:0000115		
WARN	missing_definition	BFO:0000050	IAO:0000115		
WARN	missing_definition	BFO:0000051	IAO:0000115		
WARN	missing_definition	BFO:0000054	IAO:0000115		
WARN	missing_definition	BFO:0000055	IAO:0000115		
WARN	missing_definition	BFO:0000141	IAO:0000115		
WARN	missing_definition	BFO:0000148	IAO:0000115		
WARN	missing_definition	IAO:0000039	IAO:0000115		
WARN	missing_definition	IAO:0000142	IAO:0000115		
WARN	missing_definition	OBI:0001554	IAO:0000115		
WARN	missing_definition	RO:0000052	IAO:0000115		
WARN	missing_definition	RO:0000053	IAO:0000115		
WARN	missing_definition	RO:0000056	IAO:0000115		
WARN	missing_definition	RO:0000057	IAO:0000115		
WARN	missing_definition	RO:0001000	IAO:0000115		
WARN	missing_definition	RO:0001015	IAO:0000115		
WARN	missing_definition	RO:0001018	IAO:0000115		
WARN	missing_definition	RO:0001019	IAO:0000115		
WARN	missing_definition	RO:0001025	IAO:0000115		
WARN	missing_definition	RO:0002220	IAO:0000115		
WARN	missing_definition	RO:0002233	IAO:0000115		
WARN	missing_definition	RO:0002234	IAO:0000115		
WARN	missing_definition	RO:0002350	IAO:0000115		
WARN	missing_definition	RO:0002351	IAO:0000115		
WARN	missing_definition	RO:0002353	IAO:0000115		
WARN	missing_definition	RO:0003001	IAO:0000115		
WARN	missing_definition	UO:0000280	IAO:0000115		
WARN	missing_definition	dc:contributor	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/Periodical	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/abstract	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/affirmedBy	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/annotates	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/asin	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/chapter	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/citedBy	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/cites	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/coden	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/court	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/degree	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/director	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/distributor	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/doi	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/eanucc13	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/edition	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/eissn	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/gtin14	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/identifier	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/interviewee	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/interviewer	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/isbn10	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/isbn13	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/issn	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/issue	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/issuer	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/lccn	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/locator	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/numPages	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/number	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/oclcnum	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/pageEnd	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/pageStart	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/performer	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/pmid	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/prefixName	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/presentedAt	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/presents	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/recipient	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/reproducedIn	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/reversedBy	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/reviewOf	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/section	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/shortDescription	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/sici	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/status	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/subsequentLegalDecision	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/transcriptOf	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/translationOf	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/translator	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/upc	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/uri	IAO:0000115		
WARN	missing_definition	http://purl.org/ontology/bibo/volume	IAO:0000115		
WARN	missing_definition	http://purl.org/spar/cito/citesAsDataSource	IAO:0000115		
WARN	missing_definition	http://purl.org/spar/cito/isCitedAsDataSourceBy	IAO:0000115		
WARN	missing_definition	http://purl.org/vocab/vann/preferredNamespaceUri	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#AdministratorRole	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#AdviseeRole	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#AdvisingProcess	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#AdvisorRole	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#AttendingProcess	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#F1000Link	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#InvitedTalk	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#IssuedCredential	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#OrganizingProcess	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#PresentingProcess	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#abbreviation	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#affiliatedOrganization	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#assignee	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#assigneeFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#assigns	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#cclCode	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#conceptAssociatedWith	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#confirmedOrcidId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#contactInformation	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#contributingRole	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#courseCredits	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateFiled	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateIssued	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateTime	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateTimeInterval	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateTimePrecision	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#dateTimeValue	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#degreeCandidacy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#departmentOrSchool	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#description	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#distributes	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#distributesFundingFrom	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#eRACommonsId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#eligibleFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#end	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#entryTerm	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#equipmentFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#expirationDate	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#facilityFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#featuredIn	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#features	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#freetextKeyword	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#fundingVehicleFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#geographicFocus	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#geographicFocusOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#governingAuthorityFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#grantDirectCosts	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#grantSubcontractedThrough	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasAssociatedConcept	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasCollaborator	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasEquipment	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasFacility	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasFundingVehicle	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasGoverningAuthority	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasMonetaryAmount	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasPredecessorOrganization	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasPrerequisite	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasProceedings	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasPublicationVenue	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasResearchArea	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasSubjectArea	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasSuccessorOrganization	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasTranslation	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hasValue	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hideFromDisplay	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#hrJobTitle	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#iclCode	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#identifier	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#informationResourceSupportedBy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#isCorrespondingAuthor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#licenseNumber	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#localAwardId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#majorField	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#middleName	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#nihmsid	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#offeredBy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#offers	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#orcidId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#outreachOverview	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#patentNumber	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#placeOfPublication	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#pmcid	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#preferredDisplayOrder	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#prerequisiteFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#proceedingsOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#providesFundingThrough	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#publicationVenueFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#publisher	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#publisherOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#rank	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#reportId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#reproduces	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#researchAreaOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#researchOverview	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#researcherId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#reviewedIn	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#roleContributesTo	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#scopusId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#seatingCapacity	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#sponsorAwardId	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#sponsoredBy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#sponsors	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#start	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#subcontractsGrant	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#subjectAreaOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#supplementalInformation	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#supportedBy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#supportedInformationResource	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#supports	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#teachingOverview	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#termLabel	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#termType	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#totalAwardAmount	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#translatorOf	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/core#validIn	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/scientific-research#accessProvidedBy	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/scientific-research#documentationFor	IAO:0000115		
WARN	missing_definition	http://vivoweb.org/ontology/scientific-research#protocolRealizedBy	IAO:0000115		
WARN	missing_definition	http://www.ebi.ac.uk/efo/swo/SWO_0000740	IAO:0000115		
WARN	missing_definition	http://www.ebi.ac.uk/efo/swo/SWO_0000741	IAO:0000115		
WARN	missing_definition	oboInOwl:DbXref	IAO:0000115		
WARN	missing_definition	oboInOwl:Definition	IAO:0000115		
WARN	missing_definition	oboInOwl:Synonym	IAO:0000115		
WARN	missing_definition	oboInOwl:SynonymType	IAO:0000115		
WARN	missing_definition	http://www.obofoundry.org/ro/ro.owl#has_agent	IAO:0000115		
WARN	missing_definition	skos:Concept	IAO:0000115		
WARN	missing_definition	skos:related	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Acquaintance	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Address	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Addressing	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Agent	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Calendar	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#CalendarBusy	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#CalendarLink	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#CalendarRequest	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Category	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Cell	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Child	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Code	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Colleague	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Communication	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Contact	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Coresident	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Coworker	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Crush	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Date	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Email	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Emergency	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Explanatory	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Fax	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Female	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#FormattedName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Friend	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Gender	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Geo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Geographical	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Group	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Home	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Identification	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Individual	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#InstantMessage	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Key	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Kin	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Kind	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Language	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Location	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Logo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Male	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Me	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Met	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Muse	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Name	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Neighbor	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Nickname	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#None	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Note	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Organization	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#OrganizationName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#OrganizationUnitName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Organizational	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Other	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Pager	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Parent	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Photo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Related	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#RelatedType	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Security	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Sibling	IAO:0000115		
